Time,Scale
1.408,1.79656
1.416,1.79579
1.424,1.79493
1.432,1.794
1.44,1.79299
1.448,1.79189
1.456,1.79073
1.464,1.78948
1.472,1.78815
1.48,1.78675
1.488,1.78526
1.496,1.7837
1.504,1.78206
1.512,1.78034
1.52,1.77854
1.528,1.77667
1.536,1.77472
1.544,1.77269
1.552,1.77058
1.56,1.76839
1.568,1.76613
1.576,1.76379
1.584,1.76137
1.592,1.75887
1.6,1.7563
1.608,1.75364
1.616,1.75092
1.624,1.74811
1.632,1.74523
1.64,1.74227
1.648,1.73923
1.656,1.73612
1.664,1.73293
1.672,1.72967
1.68,1.72633
1.688,1.72291
1.696,1.71941
1.704,1.71585
1.712,1.7122
1.72,1.70848
1.728,1.70469
1.736,1.70081
1.744,1.69687
1.752,1.69285
1.76,1.68875
1.768,1.68458
1.776,1.68034
1.784,1.67602
1.792,1.67163
1.8,1.66716
1.808,1.66262
1.816,1.65801
1.824,1.65332
1.832,1.64856
1.84,1.64373
1.848,1.63882
1.856,1.63384
1.864,1.62879
1.872,1.62367
1.88,1.61847
1.888,1.61321
1.896,1.60787
1.904,1.60246
1.912,1.59698
1.92,1.59142
1.928,1.5858
1.936,1.58011
1.944,1.57434
1.952,1.56851
1.96,1.56261
1.968,1.55663
1.976,1.55059
1.984,1.54448
1.992,1.5383
2,1.53205
2.008,1.52573
2.016,1.51935
2.024,1.51289
2.032,1.50637
2.04,1.49979
2.048,1.49313
2.056,1.48641
2.064,1.47962
2.072,1.47276
2.08,1.46584
2.088,1.45886
2.096,1.4518
2.104,1.44469
2.112,1.4375
2.12,1.43026
2.128,1.42294
2.136,1.41557
2.144,1.40813
2.152,1.40063
2.16,1.39306
2.168,1.38543
2.176,1.37774
2.184,1.36999
2.192,1.36217
2.2,1.35429
2.208,1.34635
2.216,1.33835
2.224,1.33029
2.232,1.32217
2.24,1.31399
2.248,1.30575
2.256,1.29745
2.264,1.28909
2.272,1.28067
2.28,1.27219
2.288,1.26366
2.296,1.25507
2.304,1.24642
2.312,1.23771
2.32,1.22895
2.328,1.22012
2.336,1.21125
2.344,1.20232
2.352,1.19333
2.36,1.18429
2.368,1.17519
2.376,1.16604
2.384,1.15683
2.392,1.14757
2.4,1.13826
2.408,1.1289
2.416,1.11948
2.424,1.11001
2.432,1.10049
2.44,1.09092
2.448,1.08129
2.456,1.07162
2.464,1.06189
2.472,1.05212
2.48,1.0423
2.488,1.03242
2.496,1.0225
2.504,1.01253
2.512,1.00251
2.52,0.99245
2.528,0.982338
2.536,0.972179
2.544,0.961974
2.552,0.951723
2.56,0.941427
2.568,0.931086
2.576,0.9207
2.584,0.91027
2.592,0.899796
2.6,0.889278
2.608,0.878718
2.616,0.868115
2.624,0.857469
2.632,0.846782
2.64,0.836054
2.648,0.825285
2.656,0.814475
2.664,0.803625
2.672,0.792736
2.68,0.781808
2.688,0.77084
2.696,0.759835
2.704,0.748791
2.712,0.73771
2.72,0.726592
2.728,0.715437
2.736,0.704247
2.744,0.69302
2.752,0.681759
2.76,0.670462
2.768,0.659131
2.776,0.647767
2.784,0.636368
2.792,0.624937
2.8,0.613473
2.808,0.601977
2.816,0.59045
2.824,0.578891
2.832,0.567301
2.84,0.555682
2.848,0.544032
2.856,0.532353
2.864,0.520645
2.872,0.508908
2.88,0.497144
2.888,0.485352
2.896,0.473533
2.904,0.461688
2.912,0.449816
2.92,0.437919
2.928,0.425996
2.936,0.414049
2.944,0.402077
2.952,0.390082
2.96,0.378064
2.968,0.366022
2.976,0.353959
2.984,0.341873
2.992,0.329766
3,0.317638
3.008,0.30549
3.016,0.293321
3.024,0.281134
3.032,0.268927
3.04,0.256702
3.048,0.244458
3.056,0.232198
3.064,0.21992
3.072,0.207625
3.08,0.195315
3.088,0.182989
3.096,0.170647
3.104,0.158291
3.112,0.145921
3.12,0.133537
3.128,0.121141
3.136,0.108731
3.144,0.0963093
3.152,0.0838758
3.16,0.0714311
3.168,0.0589758
3.176,0.0465102
3.184,0.0340348
3.192,0.0215502
3.2,0.00905693
3.208,-0.00344465
3.216,-0.015954
3.224,-0.0284706
3.232,-0.040994
3.24,-0.0535236
3.248,-0.066059
3.256,-0.0785998
3.264,-0.0911453
3.272,-0.103695
3.28,-0.116249
3.288,-0.128806
3.296,-0.141365
3.304,-0.153927
3.312,-0.166491
3.32,-0.179056
3.328,-0.191622
3.336,-0.204189
3.344,-0.216755
3.352,-0.22932
3.36,-0.241885
3.368,-0.254448
3.376,-0.267008
3.384,-0.279566
3.392,-0.292121
3.4,-0.304672
3.408,-0.317219
3.416,-0.329761
3.424,-0.342299
3.432,-0.35483
3.44,-0.367356
3.448,-0.379875
3.456,-0.392386
3.464,-0.404891
3.472,-0.417387
3.48,-0.429874
3.488,-0.442353
3.496,-0.454822
3.504,-0.467281
3.512,-0.479729
3.52,-0.492166
3.528,-0.504592
3.536,-0.517005
3.544,-0.529407
3.552,-0.541795
3.56,-0.554169
3.568,-0.56653
3.576,-0.578876
3.584,-0.591208
3.592,-0.603523
3.6,-0.615823
3.608,-0.628107
3.616,-0.640373
3.624,-0.652623
3.632,-0.664854
3.64,-0.677067
3.648,-0.689261
3.656,-0.701436
3.664,-0.713591
3.672,-0.725726
3.68,-0.73784
3.688,-0.749932
3.696,-0.762003
3.704,-0.774052
3.712,-0.786079
3.72,-0.798082
3.728,-0.810061
3.736,-0.822016
3.744,-0.833947
3.752,-0.845853
3.76,-0.857733
3.768,-0.869588
3.776,-0.881416
3.784,-0.893216
3.792,-0.90499
3.8,-0.916736
3.808,-0.928453
3.816,-0.940142
3.824,-0.951802
3.832,-0.963431
3.84,-0.975031
3.848,-0.9866
3.856,-0.998138
3.864,-1.00964
3.872,-1.02112
3.88,-1.03256
3.888,-1.04397
3.896,-1.05535
3.904,-1.06669
3.912,-1.078
3.92,-1.08927
3.928,-1.10051
3.936,-1.11171
3.944,-1.12288
3.952,-1.13401
3.96,-1.1451
3.968,-1.15616
3.976,-1.16718
3.984,-1.17816
3.992,-1.1891
4,-1.2
4.008,-1.21086
4.016,-1.22169
4.024,-1.23247
4.032,-1.24321
4.04,-1.25391
4.048,-1.26457
4.056,-1.27519
4.064,-1.28576
4.072,-1.29629
4.08,-1.30678
4.088,-1.31723
4.096,-1.32763
4.104,-1.33799
4.112,-1.3483
4.12,-1.35856
4.128,-1.36878
4.136,-1.37896
4.144,-1.38908
4.152,-1.39916
4.16,-1.4092
4.168,-1.41918
4.176,-1.42912
4.184,-1.43901
4.192,-1.44885
4.2,-1.45864
4.208,-1.46838
4.216,-1.47807
4.224,-1.48771
4.232,-1.4973
4.24,-1.50684
4.248,-1.51633
4.256,-1.52576
4.264,-1.53515
4.272,-1.54448
4.28,-1.55375
4.288,-1.56298
4.296,-1.57214
4.304,-1.58126
4.312,-1.59032
4.32,-1.59933
4.328,-1.60828
4.336,-1.61717
4.344,-1.62601
4.352,-1.63479
4.36,-1.64352
4.368,-1.65219
4.376,-1.6608
4.384,-1.66936
4.392,-1.67785
4.4,-1.68629
4.408,-1.69467
4.416,-1.70299
4.424,-1.71125
4.432,-1.71945
4.44,-1.72759
4.448,-1.73567
4.456,-1.74369
4.464,-1.75165
4.472,-1.75955
4.48,-1.76739
4.488,-1.77516
4.496,-1.78287
4.504,-1.79052
4.512,-1.79811
4.52,-1.80563
4.528,-1.8131
4.536,-1.82049
4.544,-1.82783
4.552,-1.83509
4.56,-1.8423
4.568,-1.84944
4.576,-1.85651
4.584,-1.86352
4.592,-1.87046
4.6,-1.87734
4.608,-1.88415
4.616,-1.8909
4.624,-1.89757
4.632,-1.90419
4.64,-1.91073
4.648,-1.9172
4.656,-1.92361
4.664,-1.92995
4.672,-1.93622
4.68,-1.94243
4.688,-1.94856
4.696,-1.95463
4.704,-1.96062
4.712,-1.96655
4.72,-1.97241
4.728,-1.97819
4.736,-1.98391
4.744,-1.98956
4.752,-1.99513
4.76,-2.00064
4.768,-2.00607
4.776,-2.01143
4.784,-2.01672
4.792,-2.02194
4.8,-2.02709
4.808,-2.03217
4.816,-2.03717
4.824,-2.0421
4.832,-2.04696
4.84,-2.05174
4.848,-2.05645
4.856,-2.06109
4.864,-2.06566
4.872,-2.07015
4.88,-2.07456
4.888,-2.07891
4.896,-2.08318
4.904,-2.08737
4.912,-2.09149
4.92,-2.09554
4.928,-2.09951
4.936,-2.1034
4.944,-2.10722
4.952,-2.11097
4.96,-2.11464
4.968,-2.11823
4.976,-2.12175
4.984,-2.12519
4.992,-2.12856
5,-2.13185
5.008,-2.13507
5.016,-2.1382
5.024,-2.14127
5.032,-2.14425
5.04,-2.14716
5.048,-2.14999
5.056,-2.15274
5.064,-2.15542
5.072,-2.15802
5.08,-2.16054
5.088,-2.16299
5.096,-2.16536
5.104,-2.16765
5.112,-2.16986
5.12,-2.17199
5.128,-2.17405
5.136,-2.17603
5.144,-2.17793
5.152,-2.17975
5.16,-2.1815
5.168,-2.18316
5.176,-2.18475
5.184,-2.18626
5.192,-2.18769
5.2,-2.18904
5.208,-2.19032
5.216,-2.19151
5.224,-2.19263
5.232,-2.19367
5.24,-2.19463
5.248,-2.19551
5.256,-2.19631
5.264,-2.19704
5.272,-2.19768
5.28,-2.19825
5.288,-2.19873
5.296,-2.19914
5.304,-2.19947
5.312,-2.19972
5.32,-2.19989
5.328,-2.19998
5.336,-2.2
5.344,-2.19993
5.352,-2.19979
5.36,-2.19956
5.368,-2.19926
5.376,-2.19888
5.384,-2.19842
5.392,-2.19788
5.4,-2.19726
5.408,-2.19656
5.416,-2.19579
5.424,-2.19493
5.432,-2.194
5.44,-2.19299
5.448,-2.19189
5.456,-2.19073
5.464,-2.18948
5.472,-2.18815
5.48,-2.18675
5.488,-2.18526
5.496,-2.1837
5.504,-2.18206
5.512,-2.18034
5.52,-2.17854
5.528,-2.17667
5.536,-2.17472
5.544,-2.17269
5.552,-2.17058
5.56,-2.16839
5.568,-2.16613
5.576,-2.16379
5.584,-2.16137
5.592,-2.15887
5.6,-2.1563
5.608,-2.15364
5.616,-2.15092
5.624,-2.14811
5.632,-2.14523
5.64,-2.14227
5.648,-2.13923
5.656,-2.13612
5.664,-2.13293
5.672,-2.12967
5.68,-2.12633
5.688,-2.12291
5.696,-2.11941
5.704,-2.11585
5.712,-2.1122
5.72,-2.10848
5.728,-2.10469
5.736,-2.10081
5.744,-2.09687
5.752,-2.09285
5.76,-2.08875
5.768,-2.08458
5.776,-2.08034
5.784,-2.07602
5.792,-2.07163
5.8,-2.06716
5.808,-2.06262
5.816,-2.05801
5.824,-2.05332
5.832,-2.04856
5.84,-2.04373
5.848,-2.03882
5.856,-2.03384
5.864,-2.02879
5.872,-2.02367
5.88,-2.01847
5.888,-2.01321
5.896,-2.00787
5.904,-2.00246
5.912,-1.99698
5.92,-1.99142
5.928,-1.9858
5.936,-1.98011
5.944,-1.97434
5.952,-1.96851
5.96,-1.96261
5.968,-1.95663
5.976,-1.95059
5.984,-1.94448
5.992,-1.9383
6,-1.93205
6.008,-1.92573
6.016,-1.91935
6.024,-1.91289
6.032,-1.90637
6.04,-1.89979
6.048,-1.89313
6.056,-1.88641
6.064,-1.87962
6.072,-1.87276
6.08,-1.86584
6.088,-1.85886
6.096,-1.8518
6.104,-1.84469
6.112,-1.8375
6.12,-1.83026
6.128,-1.82294
6.136,-1.81557
6.144,-1.80813
6.152,-1.80063
6.16,-1.79306
6.168,-1.78543
6.176,-1.77774
6.184,-1.76999
6.192,-1.76217
6.2,-1.75429
6.208,-1.74635
6.216,-1.73835
6.224,-1.73029
6.232,-1.72217
6.24,-1.71399
6.248,-1.70575
6.256,-1.69745
6.264,-1.68909
6.272,-1.68067
6.28,-1.67219
6.288,-1.66366
6.296,-1.65507
6.304,-1.64642
6.312,-1.63771
6.32,-1.62895
6.328,-1.62012
6.336,-1.61125
6.344,-1.60232
6.352,-1.59333
6.36,-1.58429
6.368,-1.57519
6.376,-1.56604
6.384,-1.55683
6.392,-1.54757
6.4,-1.53826
6.408,-1.5289
6.416,-1.51948
6.424,-1.51001
6.432,-1.50049
6.44,-1.49092
6.448,-1.48129
6.456,-1.47162
6.464,-1.46189
6.472,-1.45212
6.48,-1.4423
6.488,-1.43242
6.496,-1.4225
6.504,-1.41253
6.512,-1.40251
6.52,-1.39245
6.528,-1.38234
6.536,-1.37218
6.544,-1.36197
6.552,-1.35172
6.56,-1.34143
6.568,-1.33109
6.576,-1.3207
6.584,-1.31027
6.592,-1.2998
6.6,-1.28928
6.608,-1.27872
6.616,-1.26811
6.624,-1.25747
6.632,-1.24678
6.64,-1.23605
6.648,-1.22528
6.656,-1.21448
6.664,-1.20363
6.672,-1.19274
6.68,-1.18181
6.688,-1.17084
6.696,-1.15983
6.704,-1.14879
6.712,-1.13771
6.72,-1.12659
6.728,-1.11544
6.736,-1.10425
6.744,-1.09302
6.752,-1.08176
6.76,-1.07046
6.768,-1.05913
6.776,-1.04777
6.784,-1.03637
6.792,-1.02494
6.8,-1.01347
6.808,-1.00198
6.816,-0.99045
6.824,-0.978891
6.832,-0.967301
6.84,-0.955682
6.848,-0.944032
6.856,-0.932353
6.864,-0.920645
6.872,-0.908908
6.88,-0.897144
6.888,-0.885352
6.896,-0.873533
6.904,-0.861688
6.912,-0.849816
6.92,-0.837919
6.928,-0.825996
6.936,-0.814049
6.944,-0.802077
6.952,-0.790082
6.96,-0.778064
6.968,-0.766022
6.976,-0.753959
6.984,-0.741873
6.992,-0.729766
7,-0.717638
7.008,-0.70549
7.016,-0.693321
7.024,-0.681134
7.032,-0.668927
7.04,-0.656702
7.048,-0.644458
7.056,-0.632198
7.064,-0.61992
7.072,-0.607625
7.08,-0.595315
7.088,-0.582989
7.096,-0.570647
7.104,-0.558291
7.112,-0.545921
7.12,-0.533537
7.128,-0.521141
7.136,-0.508731
7.144,-0.496309
7.152,-0.483876
7.16,-0.471431
7.168,-0.458976
7.176,-0.44651
7.184,-0.434035
7.192,-0.42155
7.2,-0.409057
7.208,-0.396555
7.216,-0.384046
7.224,-0.371529
7.232,-0.359006
7.24,-0.346476
7.248,-0.333941
7.256,-0.3214
7.264,-0.308855
7.272,-0.296305
7.28,-0.283751
7.288,-0.271194
7.296,-0.258635
7.304,-0.246073
7.312,-0.233509
7.32,-0.220944
7.328,-0.208378
7.336,-0.195811
7.344,-0.183245
7.352,-0.17068
7.36,-0.158115
7.368,-0.145552
7.376,-0.132992
7.384,-0.120434
7.392,-0.107879
7.4,-0.0953281
7.408,-0.0827811
7.416,-0.0702387
7.424,-0.0577015
7.432,-0.0451698
7.44,-0.0326443
7.448,-0.0201254
7.456,-0.00761359
7.464,0.00489063
7.472,0.0173868
7.48,0.0298743
7.488,0.0423528
7.496,0.0548217
7.504,0.0672805
7.512,0.0797288
7.52,0.0921661
7.528,0.104592
7.536,0.117005
7.544,0.129407
7.552,0.141795
7.56,0.154169
7.568,0.16653
7.576,0.178876
7.584,0.191208
7.592,0.203523
7.6,0.215823
7.608,0.228107
7.616,0.240373
7.624,0.252623
7.632,0.264854
7.64,0.277067
7.648,0.289261
7.656,0.301436
7.664,0.313591
7.672,0.325726
7.68,0.33784
7.688,0.349932
7.696,0.362003
7.704,0.374052
7.712,0.386079
7.72,0.398082
7.728,0.410061
7.736,0.422016
7.744,0.433947
7.752,0.445853
7.76,0.457733
7.768,0.469588
7.776,0.481416
7.784,0.493216
7.792,0.50499
7.8,0.516736
7.808,0.528453
7.816,0.540142
7.824,0.551802
7.832,0.563431
7.84,0.575031
7.848,0.5866
7.856,0.598138
7.864,0.609645
7.872,0.621119
7.88,0.632562
7.888,0.643971
7.896,0.655347
7.904,0.666689
7.912,0.677997
7.92,0.68927
7.928,0.700509
7.936,0.711711
7.944,0.722878
7.952,0.734008
7.96,0.745102
7.968,0.756158
7.976,0.767176
7.984,0.778156
7.992,0.789098
8,0.8
8.008,0.810863
8.016,0.821686
8.024,0.832469
8.032,0.843211
8.04,0.853912
8.048,0.864571
8.056,0.875188
8.064,0.885763
8.072,0.896295
8.08,0.906783
8.088,0.917228
8.096,0.927629
8.104,0.937985
8.112,0.948296
8.12,0.958562
8.128,0.968783
8.136,0.978957
8.144,0.989084
8.152,0.999165
8.16,1.0092
8.168,1.01918
8.176,1.02912
8.184,1.03901
8.192,1.04885
8.2,1.05864
8.208,1.06838
8.216,1.07807
8.224,1.08771
8.232,1.0973
8.24,1.10684
8.248,1.11633
8.256,1.12576
8.264,1.13515
8.272,1.14448
8.28,1.15375
8.288,1.16298
8.296,1.17214
8.304,1.18126
8.312,1.19032
8.32,1.19933
8.328,1.20828
8.336,1.21717
8.344,1.22601
8.352,1.23479
8.36,1.24352
8.368,1.25219
8.376,1.2608
8.384,1.26936
8.392,1.27785
8.4,1.28629
8.408,1.29467
8.416,1.30299
8.424,1.31125
8.432,1.31945
8.44,1.32759
8.448,1.33567
8.456,1.34369
8.464,1.35165
8.472,1.35955
8.48,1.36739
8.488,1.37516
8.496,1.38287
8.504,1.39052
8.512,1.39811
8.52,1.40563
8.528,1.4131
8.536,1.42049
8.544,1.42783
8.552,1.43509
8.56,1.4423
8.568,1.44944
8.576,1.45651
8.584,1.46352
8.592,1.47046
8.6,1.47734
8.608,1.48415
8.616,1.4909
8.624,1.49757
8.632,1.50419
8.64,1.51073
8.648,1.5172
8.656,1.52361
8.664,1.52995
8.672,1.53622
8.68,1.54243
8.688,1.54856
8.696,1.55463
8.704,1.56062
8.712,1.56655
8.72,1.57241
8.728,1.57819
8.736,1.58391
8.744,1.58956
8.752,1.59513
8.76,1.60064
8.768,1.60607
8.776,1.61143
8.784,1.61672
8.792,1.62194
8.8,1.62709
8.808,1.63217
8.816,1.63717
8.824,1.6421
8.832,1.64696
8.84,1.65174
8.848,1.65645
8.856,1.66109
8.864,1.66566
8.872,1.67015
8.88,1.67456
8.888,1.67891
8.896,1.68318
8.904,1.68737
8.912,1.69149
8.92,1.69554
8.928,1.69951
8.936,1.7034
8.944,1.70722
8.952,1.71097
8.96,1.71464
8.968,1.71823
8.976,1.72175
8.984,1.72519
8.992,1.72856
9,1.73185
9.008,1.73507
9.016,1.7382
9.024,1.74127
9.032,1.74425
9.04,1.74716
9.048,1.74999
9.056,1.75274
9.064,1.75542
9.072,1.75802
9.08,1.76054
9.088,1.76299
9.096,1.76536
9.104,1.76765
9.112,1.76986
9.12,1.77199
9.128,1.77405
9.136,1.77603
9.144,1.77793
9.152,1.77975
9.16,1.7815
9.168,1.78316
9.176,1.78475
9.184,1.78626
9.192,1.78769
9.2,1.78904
9.208,1.79032
9.216,1.79151
9.224,1.79263
9.232,1.79367
9.24,1.79463
9.248,1.79551
9.256,1.79631
9.264,1.79704
9.272,1.79768
9.28,1.79825
9.288,1.79873
9.296,1.79914
9.304,1.79947
9.312,1.79972
9.32,1.79989
9.328,1.79998
9.336,1.8
9.344,1.79993
9.352,1.79979
9.36,1.79956
9.368,1.79926
9.376,1.79888
9.384,1.79842
9.392,1.79788
9.4,1.79726
9.408,1.79656
9.416,1.79579
9.424,1.79493
9.432,1.794
9.44,1.79299
9.448,1.79189
9.456,1.79073
9.464,1.78948
9.472,1.78815
9.48,1.78675
9.488,1.78526
9.496,1.7837
9.504,1.78206
9.512,1.78034
9.52,1.77854
9.528,1.77667
9.536,1.77472
9.544,1.77269
9.552,1.77058
9.56,1.76839
9.568,1.76613
9.576,1.76379
9.584,1.76137
9.592,1.75887
9.6,1.7563
9.608,1.75364
9.616,1.75092
9.624,1.74811
9.632,1.74523
9.64,1.74227
9.648,1.73923
9.656,1.73612
9.664,1.73293
9.672,1.72967
9.68,1.72633
9.688,1.72291
9.696,1.71941
9.704,1.71585
9.712,1.7122
9.72,1.70848
9.728,1.70469
9.736,1.70081
9.744,1.69687
9.752,1.69285
9.76,1.68875
9.768,1.68458
9.776,1.68034
9.784,1.67602
9.792,1.67163
9.8,1.66716
9.808,1.66262
9.816,1.65801
9.824,1.65332
9.832,1.64856
9.84,1.64373
9.848,1.63882
9.856,1.63384
9.864,1.62879
9.872,1.62367
9.88,1.61847
9.888,1.61321
9.896,1.60787
9.904,1.60246
9.912,1.59698
9.92,1.59142
9.928,1.5858
9.936,1.58011
9.944,1.57434
9.952,1.56851
9.96,1.56261
9.968,1.55663
9.976,1.55059
9.984,1.54448
9.992,1.5383
10,1.53205
10.008,1.52573
10.016,1.51935
10.024,1.51289
10.032,1.50637
10.04,1.49979
10.048,1.49313
10.056,1.48641
10.064,1.47962
10.072,1.47276
10.08,1.46584
10.088,1.45886
10.096,1.4518
10.104,1.44469
10.112,1.4375
10.12,1.43026
10.128,1.42294
10.136,1.41557
10.144,1.40813
10.152,1.40063
10.16,1.39306
10.168,1.38543
10.176,1.37774
10.184,1.36999
10.192,1.36217
10.2,1.35429
10.208,1.34635
10.216,1.33835
10.224,1.33029
10.232,1.32217
10.24,1.31399
10.248,1.30575
10.256,1.29745
10.264,1.28909
10.272,1.28067
10.28,1.27219
10.288,1.26366
10.296,1.25507
10.304,1.24642
10.312,1.23771
10.32,1.22895
10.328,1.22012
10.336,1.21125
10.344,1.20232
10.352,1.19333
10.36,1.18429
10.368,1.17519
10.376,1.16604
10.384,1.15683
10.392,1.14757
10.4,1.13826
10.408,1.1289
10.416,1.11948
10.424,1.11001
10.432,1.10049
10.44,1.09092
10.448,1.08129
10.456,1.07162
10.464,1.06189
10.472,1.05212
10.48,1.0423
10.488,1.03242
10.496,1.0225
10.504,1.01253
10.512,1.00251
10.52,0.99245
10.528,0.982338
10.536,0.972179
10.544,0.961974
10.552,0.951723
10.56,0.941427
10.568,0.931086
10.576,0.9207
10.584,0.91027
10.592,0.899796
10.6,0.889278
10.608,0.878718
10.616,0.868115
10.624,0.857469
10.632,0.846782
10.64,0.836054
10.648,0.825285
10.656,0.814475
10.664,0.803625
10.672,0.792736
10.68,0.781808
10.688,0.77084
10.696,0.759835
10.704,0.748791
10.712,0.73771
10.72,0.726592
10.728,0.715437
10.736,0.704247
10.744,0.69302
10.752,0.681759
10.76,0.670462
10.768,0.659131
10.776,0.647767
10.784,0.636368
10.792,0.624937
10.8,0.613473
10.808,0.601977
10.816,0.59045
10.824,0.578891
10.832,0.567301
10.84,0.555682
10.848,0.544032
10.856,0.532353
10.864,0.520645
10.872,0.508908
10.88,0.497144
10.888,0.485352
10.896,0.473533
10.904,0.461688
10.912,0.449816
10.92,0.437919
10.928,0.425996
10.936,0.414049
10.944,0.402077
10.952,0.390082
10.96,0.378064
10.968,0.366022
10.976,0.353959
10.984,0.341873
10.992,0.329766
11,0.317638
11.008,0.30549
11.016,0.293321
11.024,0.281134
11.032,0.268927
11.04,0.256702
11.048,0.244458
11.056,0.232198
11.064,0.21992
11.072,0.207625
11.08,0.195315
11.088,0.182989
11.096,0.170647
11.104,0.158291
11.112,0.145921
11.12,0.133537
11.128,0.121141
11.136,0.108731
11.144,0.0963093
11.152,0.0838758
11.16,0.0714311
11.168,0.0589758
11.176,0.0465102
11.184,0.0340348
11.192,0.0215502
11.2,0.00905693
11.208,-0.00344465
11.216,-0.015954
11.224,-0.0284706
11.232,-0.040994
11.24,-0.0535236
11.248,-0.066059
11.256,-0.0785998
11.264,-0.0911453
11.272,-0.103695
11.28,-0.116249
11.288,-0.128806
11.296,-0.141365
11.304,-0.153927
11.312,-0.166491
11.32,-0.179056
11.328,-0.191622
11.336,-0.204189
11.344,-0.216755
11.352,-0.22932
11.36,-0.241885
11.368,-0.254448
11.376,-0.267008
11.384,-0.279566
11.392,-0.292121
11.4,-0.304672
11.408,-0.317219
11.416,-0.329761
11.424,-0.342299
11.432,-0.35483
11.44,-0.367356
11.448,-0.379875
11.456,-0.392386
11.464,-0.404891
11.472,-0.417387
11.48,-0.429874
11.488,-0.442353
11.496,-0.454822
11.504,-0.467281
11.512,-0.479729
11.52,-0.492166
11.528,-0.504592
11.536,-0.517005
11.544,-0.529407
11.552,-0.541795
11.56,-0.554169
11.568,-0.56653
11.576,-0.578876
11.584,-0.591208
11.592,-0.603523
11.6,-0.615823
11.608,-0.628107
11.616,-0.640373
11.624,-0.652623
11.632,-0.664854
11.64,-0.677067
11.648,-0.689261
11.656,-0.701436
11.664,-0.713591
11.672,-0.725726
11.68,-0.73784
11.688,-0.749932
11.696,-0.762003
11.704,-0.774052
11.712,-0.786079
11.72,-0.798082
11.728,-0.810061
11.736,-0.822016
11.744,-0.833947
11.752,-0.845853
11.76,-0.857733
11.768,-0.869588
11.776,-0.881416
11.784,-0.893216
11.792,-0.90499
11.8,-0.916736
11.808,-0.928453
11.816,-0.940142
11.824,-0.951802
11.832,-0.963431
11.84,-0.975031
11.848,-0.9866
11.856,-0.998138
11.864,-1.00964
